Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
Could not open serial port
Please connect USB to the correct port
Will try again in 1 seconds
3 33.8 30 8.82 82958.9
1 20.52 30 -47.97 82967.3
2 39.59 30 -62.49 82967.4
3 22.8 30 -7.77 82971.2
1 20.52 30 37.92 82975.2
2 39.59 30 26.78 82979.3
3 25.86 30 42.24 82979.3
1 20.52 30 42.07 82988.8
2 39.59 30 27.73 82989.5
3 36.06 30 27.19 82991.5
1 20.52 30 -47.6 82995.6
2 39.59 30 -12.68 82999.8
3 29.01 30 -18.86 82999.8
1 20.52 30 1.9 83008.3
2 39.59 30 16.08 83008.4
3 20.28 30 11.37 83008.5
1 20.52 30 57.93 83016.5
2 39.59 30 59.5 83016.6
3 32.18 30 55.28 83020.4
1 20.52 30 24.62 83024.5
2 39.59 30 7.03 83028.6
3 38.3 30 0.96 83028.7
1 20.52 30 -87.98 83036.8
2 39.59 30 -46.82 83036.8
3 21.81 30 -29.88 83040.5
1 20.52 30 27.22 83045
2 39.59 30 42.6 83049.1
3 27.93 30 47.57 83049.2
1 20.52 30 30.92 83057.5
2 39.59 30 47.19 83057.6
3 38.09 30 17.2 83061.2
1 26.11 30 -33.15 83069.7
2 39.59 30 -49.78 83069.8
3 24.48 30 -28.73 83073.5
1 19.34 30 17.87 83077.7
2 39.59 30 0.27 83077.8
3 20.75 30 34.34 83081.6
1 19.34 30 52.04 83085.7
2 39.59 30 43.83 83090.1
3 38.74 30 53.32 83090.1
1 19.34 30 1.51 83093.9
2 39.59 30 25.27 83098.2
3 39.57 30 -31.6 83098.2
1 19.13 30 -45.39 83106.5
2 39.59 30 -37.44 83106.6
3 22.16 30 -35.77 83110.5
1 19.13 30 53.11 83114.6
2 39.59 30 27.13 83118.8
3 24.89 30 46.26 83118.8
1 19.13 30 29.68 83126.9
2 39.59 30 32.66 83126.9
3 38.52 30 32.91 83130.7
1 29.49 30 29.68 83135.1
2 39.59 30 -14.67 83139.2
3 30.3 30 -30.3 83139.3
1 29.49 30 1.54 83147.3
2 39.59 30 14.83 83147.4
3 22.29 30 9.79 83147.5
1 30.21 30 76.33 83159.6
2 39.59 30 50.49 83159.6
3 33.43 30 46.03 83159.7
1 30.21 30 2.25 83167.9
2 39.59 30 50.49 83167.9
3 30.82 30 -4.55 83168
1 19.13 30 -64.63 83175.9
2 39.59 30 13.96 83180.2
3 22.04 30 8.5 83180.2
1 19.13 30 53.75 83184.2
2 39.59 30 40.4 83188.3
3 28.85 30 47.57 83188.4
1 19.13 30 31.6 83196.6
2 39.59 30 7.58 83196.8
3 35.5 30 13.69 83200.6
1 24.77 30 -68.49 83204.8
2 39.59 30 -14.72 83208.9
3 24.89 30 -14.65 83209
1 24.77 30 25.75 83217
2 39.59 30 52.76 83217
3 27.32 30 33.39 83217.1
1 24.77 30 38.43 83229.4
2 39.59 30 37.29 83233.4
3 31.65 30 21.43 83233.5
1 24.77 30 -38.33 83237.6
2 39.59 30 -45.47 83237.8
3 28.69 30 4.8 83241.5
1 24.77 30 2.39 83249.9
2 39.59 30 10.08 83250
3 24.89 30 14.57 83250.1
1 24.77 30 73.09 83258.2
2 39.59 30 47.12 83258.2
3 29.97 30 33.71 83258.3
1 38.41 30 -16.19 83266
2 39.59 30 47.12 83266.1
3 28.09 30 10.79 83270.1
1 38.41 30 -36.56 83278.6
2 39.59 30 -4.06 83278.6
3 24.89 30 17.87 83278.7
1 38.41 30 68.55 83290.9
2 39.59 30 71.25 83291
3 35.86 30 34.01 83291.1
1 38.41 30 -25.34 83299
2 39.59 30 0.48 83299.1
3 32.18 30 -15.84 83299.2
1 38.41 30 0.26 83307.1
2 39.59 30 3.83 83307.1
3 20.05 30 2.54 83307.2
1 38.41 30 72.91 83315.4
2 39.59 30 60.46 83319.4
3 35.7 30 58.4 83319.4
1 38.41 30 57.68 83327.6
2 39.59 30 28.19 83331.8
3 31.3 30 -14.74 83331.9
1 38.41 30 -158.29 83335.8
2 39.59 30 -91.14 83340
3 20.75 30 7.26 83340.1
1 38.41 30 -1.21 83348.2
2 39.59 30 4.15 83352
3 29.34 30 55.21 83352.1
1 31.27 30 -1.21 83356.1
2 39.59 30 53.27 83360.3
3 45.45 30 12.48 83360.4
1 31.27 30 0.04 83368.7
2 39.59 30 -5.68 83368.8
3 24.09 30 -63.44 83372.5
1 14.7 30 -31.49 83376.8
2 39.59 30 -5.68 83380.8
3 22.29 30 38.34 83380.9
1 14.7 30 77.7 83384.9
2 39.59 30 79.47 83389.1
3 42.52 30 47.68 83389.2
1 14.7 30 -18.35 83397.2
2 39.59 30 -6.27 83397.3
3 34.72 30 -48.59 83401
1 14.7 30 -49.85 83409.4
2 39.59 30 -34.05 83409.4
3 20.96 30 -9.59 83409.4
1 14.7 30 65.5 83417.7
2 39.59 30 59.76 83417.7
3 30.99 30 54.19 83417.8
1 14.7 30 -1.5 83425.9
2 39.59 30 25.43 83426
3 45.19 30 40.16 83430
1 14.7 30 -14.49 83438.1
2 39.59 30 5.42 83438.1
3 43.49 30 40.16 83438.2
1 14.7 30 -14.49 83446.3
2 39.59 30 5.42 83446.3
3 43 30 40.16 83450.1
1 14.7 30 -14.49 83458.7
2 39.59 30 5.42 83458.7
3 40.47 30 -20.24 83462.7
1 14.7 30 131.52 83467
2 39.59 30 117.03 83467.1
3 36.06 30 -7.57 83470.9
1 14.7 30 -39.53 83479.2
2 39.59 30 -30.09 83483.2
3 20.17 30 14.47 83483.3
1 15.33 30 -42.3 83487.3
2 39.59 30 -1.33 83487.7
3 23.96 30 89.04 83491.1
1 15.33 30 103.01 83499.8
2 39.59 30 125.82 83500
3 71.72 30 70.44 83503.6
1 15.33 30 17.87 83507.9
2 39.59 30 50.09 83508
3 65.23 30 -164.25 83508
1 15.33 30 -153.56 83516.1
2 39.59 30 -103.35 83516.2
3 30.64 30 -131.79 83520.1
1 15.33 30 29.92 83524.2
2 39.59 30 14.45 83528.3
3 30.99 30 41.12 83528.4
1 15.33 30 59.32 83536.5
2 39.59 30 95.48 83536.5
3 52.24 30 39.39 83540.5
1 15.33 30 -47.65 83544.6
2 39.59 30 2.17 83548.8
3 34.72 30 -67.42 83548.9
1 15.33 30 -35.48 83561.2
2 39.59 30 -58.77 83561.3
3 31.83 30 20.18 83561.3
1 15.33 30 96.21 83565.2
2 39.59 30 97.01 83569.3
3 41.57 30 34.5 83569.4
1 58 30 96.21 83577.4
2 39.59 30 -37.41 83577.5
3 32.18 30 -14.54 83577.5
1 58 30 -106.67 83585.7
2 39.59 30 -68.08 83589.8
3 27.32 30 32.4 83589.8
1 58 30 81.02 83598
2 39.59 30 99.64 83598.1
3 47.78 30 51.75 83598.2
1 58 30 -26.84 83606.3
2 39.59 30 -37.66 83606.4
3 35.86 30 -45.93 83610.1
1 58 30 -3.28 83618.2
2 39.59 30 -14.4 83618.4
3 25.03 30 13.66 83618.4
1 58 30 95.93 83626.6
2 41.35 30 -14.4 83626.7
3 41.57 30 62.77 83630.5
1 44.35 30 95.93 83634.8
2 41.35 30 1.96 83638.9
3 35.86 30 -15.09 83639
1 44.35 30 -38.48 83647.2
2 41.35 30 -18.84 83647.3
3 23.96 30 13.47 83651.1
1 44.35 30 102.07 83655.3
2 41.35 30 114.56 83659.4
3 44.94 30 67.98 83659.4
1 44.35 30 32.38 83667.5
2 41.35 30 55.58 83667.6
3 47.51 30 -32.14 83671.3
1 44.35 30 -144.44 83675.6
2 41.35 30 -128.89 83679.8
3 23.06 30 -44.98 83679.9
1 44.35 30 -20.18 83688.1
2 41.35 30 -24.66 83688.3
3 27.78 30 72.26 83688.3
1 52.49 30 100.73 83700.5
2 41.35 30 -24.66 83700.6
3 60.19 30 48.86 83704.4
1 52.49 30 -80.05 83708.5
2 41.35 30 -14.71 83708.6
3 49.67 30 -108.89 83708.7
1 20.06 30 -52.84 83716.6
2 41.35 30 4.96 83716.7
3 28.22 30 -56.28 83720.7
1 20.06 30 77.11 83724.9
2 41.35 30 89.35 83728.8
3 40.92 30 45.97 83728.8
1 47.05 30 -5.23 83737.2
2 41.35 30 89.35 83741.3
3 29.34 30 -12.79 83741.4
1 47.05 30 -52.78 83745.4
2 41.35 30 -88.51 83749.5
3 24.75 30 40.13 83749.6
1 47.05 30 81.79 83757.6
2 41.35 30 76.81 83757.7
3 54.64 30 63.18 83761.4
1 47.05 30 28.95 83765.9
2 41.35 30 47.22 83769.9
3 48.55 30 -81.74 83770
1 47.05 30 -113.22 83778.3
2 41.35 30 -106.16 83778.4
3 24.61 30 -51.26 83778.4
1 47.05 30 2.92 83786.5
2 41.35 30 -10.41 83786.6
3 24.34 30 63.39 83790.3
1 40.27 30 93.3 83794.5
2 41.35 30 116.53 83798.6
3 61.91 30 65.02 83798.6
1 40.27 30 -19.11 83806.8
2 41.35 30 -16.3 83806.8
3 45.19 30 -118.51 83810.8
1 40.27 30 -61.89 83815
2 41.35 30 -51.95 83819.1
3 26.45 30 -34.9 83819.2
1 40.27 30 82.16 83827.4
2 41.35 30 93.35 83827.6
3 45.19 30 53.83 83827.6
1 40.27 30 -27.9 83835.6
2 41.35 30 7.59 83839.4
3 37.88 30 -35.19 83839.4
1 40.27 30 -48.98 83847.7
2 41.35 30 -55.69 83847.7
3 24.89 30 1.38 83851.6
1 40.27 30 82.13 83856
2 41.35 30 77.21 83856.1
3 34.33 30 61.24 83860
1 40.27 30 -77.56 83868.1
2 41.35 30 3.59 83872.2
3 36.26 30 19.06 83872.2
1 40.27 30 -95.44 83876.3
2 41.35 30 -55.11 83880.3
3 32.69 30 9.17 83880.3
1 40.27 30 78.47 83884.5
2 26.76 30 -55.11 83888.8
3 39.79 30 26.83 83888.9
1 40.27 30 78.47 83896.8
2 62.06 30 65.34 83896.9
3 35.7 30 -8.96 83900.7
1 40.27 30 -91.04 83905
2 62.06 30 -106.89 83909
3 20.51 30 11.49 83909.1
1 18.79 30 14.69 83917.5
2 62.06 30 -106.89 83917.5
3 27.62 30 82.52 83917.6
1 18.79 30 82.74 83925.7
2 62.06 30 98.07 83925.8
3 61.62 30 47.24 83929.6
1 18.79 30 -7.05 83937.8
2 62.06 30 -23.64 83937.9
3 39.39 30 -118.48 83937.9
1 26.71 30 1.63 83946.1
2 62.06 30 -23.64 83946.2
3 23.82 30 -7.33 83950
1 26.71 30 43.16 83954.2
2 62.06 30 82.29 83958.4
3 39.17 30 65.51 83958.4
1 45.68 30 20.63 83966.7
2 62.06 30 14.76 83966.8
3 39.17 30 -6.3 83970.6
1 45.68 30 -47.07 83979.1
2 62.06 30 -79.12 83982.9
3 18.65 30 -19.6 83982.9
1 11.04 30 -78.46 83986.9
2 62.06 30 25.31 83986.9
3 14.72 30 -19.6 83990.8
1 11.04 30 -78.46 83995.2
2 62.06 30 25.31 83999.4
3 12.39 30 -19.6 83999.5
1 11.04 30 -78.46 84007.4
2 62.06 30 25.31 84007.5
3 22.42 30 109.31 84007.6
1 11.04 30 106.39 84015.6
2 62.06 30 33.24 84019.8
3 57.84 30 59.18 84019.9
1 42.75 30 -13.52 84023.9
2 62.06 30 -44.86 84028
3 46.97 30 -113.45 84028
1 18.03 30 -60.46 84036.2
2 62.06 30 -44.86 84040.2
3 26.01 30 -59.09 84040.3
1 18.03 30 58.14 84048.6
2 62.06 30 64.27 84048.7
3 34.91 30 40.73 84048.8
1 18.03 30 -9.34 84056.8
2 62.06 30 9.69 84056.9
3 34.72 30 1.17 84060.5
1 18.03 30 -37.38 84064.9
2 62.06 30 -42.55 84068.8
3 20.51 30 1.93 84068.9
1 18.03 30 70.9 84077.1
2 62.06 30 54.37 84077.1
3 36.88 30 68.07 84081.1
1 18.03 30 15.4 84085.3
2 45.38 30 54.37 84089.4
3 39.79 30 -8.67 84089.5
1 18.03 30 -96.45 84097.7
2 45.38 30 -64.88 84097.9
3 22.04 30 -23.26 84097.9
1 18.03 30 20.29 84105.9
2 45.38 30 21.74 84109.9
3 26.86 30 60.51 84110
1 18.03 30 20.29 84114.1
2 36.67 30 53.57 84117.9
3 47.24 30 36.64 84118
1 18.03 30 -48.7 84130.5
2 36.67 30 -20.95 84130.6
3 28.09 30 -60.59 84130.6
1 18.03 30 -7.22 84134.5
2 21.45 30 1.41 84138.6
3 20.4 30 30.15 84138.7
1 18.03 30 72.69 84147
2 21.45 30 50.3 84147.1
3 44.94 30 68.88 84150.8
1 18.03 30 8.53 84159.2
2 21.45 30 32.63 84159.3
3 38.74 30 -48.96 84159.3
1 20.9 30 -65.06 84167.1
2 21.45 30 32.63 84167.1
3 21.69 30 -17.95 84167.2
1 20.9 30 44.5 84175.7
2 21.45 30 30.26 84175.8
3 34.72 30 62.28 84179.4
1 20.9 30 37.22 84183.6
2 21.45 30 46.93 84187.8
3 44.68 30 2.23 84187.9
1 20.9 30 -78.49 84196.1
2 21.45 30 -54.44 84196.1
3 23.82 30 -48.06 84199.9
1 20.9 30 1.65 84208.2
2 21.45 30 3.56 84208.3
3 25.32 30 51.24 84211.9
1 20.9 30 51.5 84216.5
2 21.45 30 74.49 84216.6
3 48.05 30 44.03 84220.4
1 20.9 30 9.77 84224.6
2 21.45 30 20.21 84228.7
3 37.67 30 -64.98 84228.8
1 21.4 30 9.77 84237
2 21.45 30 -74.07 84237.1
3 20.63 30 -13.06 84240.9
1 21.4 30 42.39 84245.1
2 21.45 30 30.68 84249.2
3 30.47 30 67.12 84249.3
1 43.28 30 32.95 84257.2
2 21.45 30 42.31 84257.3
3 49.1 30 23 84257.3
1 43.28 30 -61.77 84265.6
2 21.45 30 -35.85 84265.8
3 31.3 30 -70.49 84269.6
1 43.28 30 0.1 84278
2 21.45 30 4.02 84278
3 23.16 30 18.53 84278.1
1 43.28 30 86.66 84286.1
2 21.45 30 68.38 84286.2
3 41.39 30 54.35 84290
1 43.28 30 20.75 84294.1
2 21.45 30 9.61 84298.2
3 38.95 30 -31.88 84298.2
1 43.28 30 -119.26 84306.6
2 21.45 30 -62.27 84306.7
3 21.2 30 -19.71 84310.5
1 43.28 30 -119.26 84318.6
2 23.57 30 46.91 84318.6
3 29.8 30 64.04 84318.7
1 43.28 30 29.27 84326.9
2 23.57 30 40.87 84330.9
3 44.18 30 22.76 84330.9
1 43.28 30 -8.56 84335
2 23.57 30 -50.04 84339.1
3 30.82 30 -45.99 84339.2
1 15.7 30 12.69 84347.4
2 23.57 30 -50.04 84347.6
3 22.93 30 20.84 84352.3
1 40.52 30 72.18 84355.5
2 23.57 30 -50.04 84359.6
3 39.79 30 55.43 84359.7
1 40.52 30 -46.82 84367.8
2 23.57 30 7.97 84367.8
3 34.53 30 -23.95 84367.9
1 40.52 30 -55.64 84376
2 23.57 30 -71.04 84376.1
3 20.63 30 2.38 84380
1 40.52 30 69.32 84384.4
2 23.57 30 52.87 84388.3
3 33.06 30 66.97 84388.3
1 40.52 30 10.38 84396.4
2 23.57 30 26.4 84400.8
3 37.08 30 10.01 84400.9
1 40.52 30 -80.95 84404.8
2 23.57 30 -48.92 84409
3 26.86 30 -10.35 84409.1
1 22.95 30 51.06 84417.3
2 23.57 30 -48.92 84417.3
3 28.53 30 35.74 84417.4
1 22.95 30 36.42 84425.4
2 23.57 30 42.8 84425.5
3 38.3 30 27.48 84429.3
1 22.95 30 36.42 84437.5
2 31.84 30 -40.8 84437.6
3 27.47 30 -16.54 84437.6
1 22.95 30 3.47 84449.9
2 31.84 30 4.48 84450
3 27.32 30 32.63 84450.1
1 22.95 30 54.93 84458.1
2 31.84 30 59.11 84458.2
3 39.17 30 33.5 84458.3
1 22.95 30 -28.05 84466.4
2 31.84 30 19.41 84466.5
3 31.83 30 -20.94 84470.3
1 22.95 30 -28.05 84478.5
2 22.94 30 -40.54 84478.6
3 14.99 30 -6.81 84482.4
1 22.95 30 -28.05 84486.6
2 9.67 30 -29.21 84486.6
3 9.26 30 -6.81 84490.7
1 22.95 30 -54.84 84495
2 9.67 30 -29.21 84499
3 8.43 30 -6.81 84499.1
1 22.95 30 125.73 84507.3
2 9.67 30 139.63 84507.4
3 40.02 30 105.19 84507.5
1 22.95 30 -9.79 84515.5
2 9.67 30 49.02 84519.5
3 43.93 30 -47.75 84519.6
1 22.95 30 -96.13 84527.6
2 9.67 30 -112.14 84527.7
3 24.23 30 -67.34 84527.7
1 22.95 30 56.59 84535.9
2 9.67 30 27.92 84535.9
3 23.96 30 26.18 84539.7
1 22.95 30 28.21 84544
2 9.67 30 44.01 84548.1
3 32.01 30 27.8 84548.2
1 26.55 30 28.21 84556.5
2 9.67 30 -11.56 84556.6
3 24.09 30 -7.33 84560.4
1 26.55 30 14.79 84568.6
2 9.67 30 26.47 84568.6
3 27.17 30 27.23 84568.7
1 26.55 30 14.79 84581
2 36.87 30 45.37 84581
3 29.97 30 12.07 84581.1
1 26.55 30 -19.67 84585.1
2 36.87 30 -11.44 84589.1
3 25.46 30 0.45 84589.2
1 18.25 30 3.9 84597.3
2 36.87 30 -11.44 84601.5
3 25.32 30 20.76 84601.6
1 18.25 30 57.1 84605.6
2 36.87 30 50.91 84605.7
3 31.13 30 21.68 84609.5
1 18.25 30 -13.25 84617.8
2 36.87 30 -15.45 84618
3 22.16 30 -2.28 84621.5
1 18.25 30 -31.89 84625.9
2 36.87 30 3.07 84625.9
3 20.28 30 37.53 84630
1 18.25 30 83.98 84638.4
2 36.87 30 94.38 84638.5
3 46.44 30 47.35 84638.5
1 55.48 30 28.89 84646.6
2 36.87 30 94.38 84646.7
3 44.18 30 -78.61 84650.5
1 55.48 30 -123.78 84658.9
2 36.87 30 -153.44 84662.7
3 17.13 30 -67.32 84662.8
1 55.48 30 -3.68 84666.8
2 36.87 30 -43.96 84666.9
3 15.61 30 62.93 84670.9
1 55.48 30 92.7 84675.1
2 28.71 30 -43.96 84679.2
3 52.24 30 71.21 84679.2
1 55.48 30 11.54 84683.3
2 28.71 30 25.07 84687.4
3 48.55 30 -107.14 84687.5
1 55.48 30 -122.44 84695.7
2 28.71 30 -123.3 84699.8
3 22.67 30 -88.68 84699.9
1 55.48 30 35.19 84707.8
2 28.71 30 22.76 84707.9
3 23.82 30 35.7 84707.9
1 55.48 30 43.83 84716.2
2 28.71 30 61.5 84716.3
3 38.09 30 30.24 84720.1
1 31.09 30 -52.43 84724.1
2 28.71 30 61.5 84728.3
3 27.17 30 -36.14 84728.3
1 31.09 30 -1.54 84736.7
2 18.75 30 61.5 84736.8
3 22.54 30 13.49 84740.5
1 31.09 30 81.47 84749
2 18.75 30 74.27 84749.1
3 35.7 30 36.83 84749.1
1 40.52 30 -17.5 84757
2 18.75 30 74.27 84757
3 32.87 30 -23.91 84757
1 40.52 30 -48.4 84765.4
2 21.45 30 74.27 84765.5
3 19.94 30 -9.77 84769.2
1 40.52 30 65.31 84777.6
2 21.45 30 60.58 84777.7
3 34.14 30 49.91 84777.8
1 41.26 30 -21.48 84785.5
2 21.45 30 60.58 84789.7
3 30.99 30 -15.97 84789.7
1 41.26 30 -51.93 84797.8
2 21.45 30 -58.17 84797.9
3 19.94 30 -0.2 84797.9
1 41.26 30 64.47 84806.3
2 21.45 30 51.63 84806.4
3 29.5 30 50.06 84810.1
1 41.26 30 -7.42 84814.2
2 21.45 30 28.06 84818.4
3 34.33 30 2.48 84818.4
1 41.26 30 -24.41 84826.6
2 21.45 30 -41.05 84830.7
3 21.2 30 -16.78 84830.7
1 41.26 30 62.74 84835
2 21.45 30 34.5 84840.1
3 22.67 30 43.87 84840.2
1 41.26 30 2.5 84847
2 21.45 30 31.77 84847.1
3 34.53 30 36.91 84847.1
1 41.26 30 -23.16 84855.4
2 21.45 30 -7.91 84859.3
3 29.18 30 -17.29 84859.4
1 41.26 30 50.15 84867.7
2 21.45 30 36.76 84867.8
3 28.37 30 4.45 84867.9
1 41.26 30 8.51 84875.9
2 21.45 30 33.2 84876
3 22.67 30 8.5 84879.8
1 21.28 30 -43.06 84888.1
2 21.45 30 33.2 84888.1
3 24.61 30 37.21 84888.2
1 21.28 30 43.52 84896.4
2 21.45 30 41.7 84896.4
3 37.88 30 27.79 84900.3
1 21.28 30 24.87 84908.7
2 21.45 30 24.21 84908.8
3 26.74 30 -33.59 84912.6
1 21.28 30 -44.07 84916.9
2 23.7 30 -12.77 84917
3 18.76 30 17.08 84920.8
1 24.92 30 42.56 84925.1
2 23.7 30 -12.77 84928.9
3 33.24 30 57.35 84928.9
1 24.92 30 25.8 84937.1
2 45.64 30 -12.77 84937.1
3 36.88 30 -9.87 84937.2
1 26.11 30 -65.2 84945.5
2 45.64 30 -12.77 84949.6
3 20.28 30 -28.04 84949.7
1 26.11 30 19.64 84953.6
2 45.64 30 20.14 84957.8
3 23.06 30 49.93 84958
1 26.11 30 54.86 84966.1
2 45.64 30 43.23 84966.2
3 41.39 30 36.44 84969.9
1 26.11 30 -36.47 84974
2 45.64 30 -2.8 84978.1
3 30.14 30 -50.32 84978.1
1 26.11 30 -2.65 84986.3
2 45.64 30 16.89 84990.6
3 21.81 30 4.12 84990.6
1 26.11 30 72.48 84994.4
2 45.64 30 57.59 84998.5
3 27.01 30 42.74 84998.6
1 26.11 30 -25.23 85006.9
2 45.64 30 18.96 85011
3 30.47 30 16.99 85011.1
1 26.11 30 -54.33 85015.1
2 45.64 30 -28.23 85019.2
3 26.86 30 4.63 85019.2
1 26.11 30 -54.33 85027.3
2 26.02 30 44.02 85027.3
3 27.62 30 17.87 85031.3
1 26.11 30 7.84 85035.5
2 26.02 30 37.96 85039.6
3 27.17 30 14.18 85039.7
1 26.11 30 -76.88 85048.1
2 26.02 30 -32.74 85052
3 22.16 30 11.78 85052.1
1 26.11 30 33.45 85056.1
2 26.02 30 9.3 85056.2
3 21.69 30 11.78 85060
1 26.11 30 33.45 85064.3
2 26.02 30 49.73 85068.2
3 25.03 30 11.78 85068.3
1 26.11 30 33.45 85076.6
2 26.02 30 37.89 85076.7
3 25.57 30 11.78 85080.5
1 26.11 30 33.45 85084.7
2 26.02 30 -39.32 85088.8
3 22.42 30 11.78 85088.9
1 26.11 30 33.45 85097.1
2 26.02 30 -4.22 85097.2
3 21.94 30 35.76 85097.3
1 26.11 30 -39.59 85105.3
2 26.02 30 52.84 85105.4
3 34.72 30 38.51 85109.1
1 26.11 30 5.03 85113.1
2 26.02 30 20.5 85117.3
3 29.97 30 -20.3 85117.3
1 26.11 30 47.44 85125.6
2 26.02 30 -22.98 85125.7
3 25.03 30 0.79 85129.7
1 26.11 30 27.16 85133.8
2 26.02 30 22.62 85138
3 22.54 30 23.24 85138.1
1 26.11 30 27.16 85146.2
2 26.61 30 23.54 85146.3
3 28.37 30 35.97 85150.2
1 26.11 30 16.71 85154.4
2 28.11 30 23.54 85158.2
3 32.18 30 7.02 85158.3
1 26.11 30 40.79 85166.7
2 28.11 30 8.52 85166.8
3 22.93 30 -7.04 85166.8
1 26.11 30 -4.75 85179.1
2 28.11 30 21.84 85179.2
3 25.86 30 34.23 85179.3
1 25.65 30 14.15 85187.2
2 28.11 30 21.84 85187.3
3 33.61 30 19.83 85191
1 25.65 30 20.43 85195.4
2 28.11 30 2.18 85195.4
3 25.57 30 -13.92 85199.4
1 25.65 30 12.85 85203.2
2 28.11 30 -4.55 85207.4
3 19.28 30 21.28 85207.4
1 25.65 30 34.99 85220
2 28.11 30 58.5 85220.1
3 38.09 30 53.08 85220.1
1 25.65 30 9.33 85228.2
2 39.81 30 22.68 85228.3
3 37.88 30 -35.89 85228.3
1 25.65 30 -18.54 85236.4
2 39.81 30 -44.17 85236.5
3 22.8 30 -34.83 85240.1
1 25.65 30 54.09 85244.3
2 39.81 30 35.22 85248.3
3 27.93 30 35.57 85248.4
1 25.65 30 7.88 85256.7
2 39.81 30 23.53 85256.7
3 29.64 30 10.1 85256.8
1 25.65 30 -50.83 85265
2 39.81 30 -20.39 85269
3 20.28 30 2.31 85269.1
1 25.65 30 48.34 85277.1
2 39.81 30 50.96 85277.2
3 30.82 30 48.63 85277.2
1 44.08 30 28.67 85285.3
2 39.81 30 50.96 85285.4
3 39.39 30 1.19 85289.2
1 44.08 30 -65.99 85297.6
2 30.49 30 50.96 85297.6
3 22.54 30 -41.93 85297.7
1 17.38 30 9.49 85305.8
2 30.49 30 50.96 85305.9
3 21.32 30 37.32 85309.9
1 17.38 30 62.83 85314.1
2 30.49 30 50.96 85318.2
3 38.52 30 43.79 85318.3
1 17.38 30 -8.85 85326.4
2 35.31 30 50.96 85330.4
3 28.37 30 -37.18 85330.5
1 17.38 30 -28.23 85334.4
2 18.86 30 -20.64 85338.5
3 22.29 30 8.54 85338.6
1 17.38 30 79.98 85351
2 18.86 30 56.61 85351.1
3 35.86 30 39.18 85351.1
1 17.38 30 -4.82 85355
2 18.86 30 23.9 85359
3 36.06 30 -23.63 85359.1
1 17.38 30 -28.99 85367.5
2 18.86 30 -40.74 85367.6
3 20.75 30 -24.63 85367.6
1 17.38 30 61.28 85375.6
2 18.86 30 24.49 85375.7
3 28.37 30 46.92 85379.5
1 17.38 30 9.91 85383.5
2 18.86 30 52.28 85387.6
3 39.17 30 9.04 85387.6
1 17.38 30 9.91 85400.2
2 29.19 30 -39.27 85400.4
3 20.75 30 -40.13 85400.4
1 17.38 30 38.23 85404
2 29.19 30 5.54 85408.3
3 18.03 30 46.98 85408.4
1 17.38 30 39.93 85416.6
2 25.87 30 5.54 85416.7
3 38.74 30 61.07 85416.8
1 17.38 30 -34.24 85424.6
2 25.87 30 22.63 85428.6
3 34.72 30 -37.36 85428.6
1 17.38 30 -5.37 85437.1
2 25.87 30 -27.42 85437.1
3 20.17 30 -17.28 85437.2
1 17.38 30 78.15 85445.1
2 25.87 30 34.1 85449.3
3 31.83 30 50.49 85449.4
1 17.38 30 -12.79 85453.2
2 25.87 30 26.26 85457.5
3 35.86 30 -2.62 85457.6
1 17.38 30 -45.32 85465.5
2 25.87 30 -22.33 85469.6
3 20.05 30 -22.79 85469.6
1 17.38 30 63.59 85477.8
2 25.87 30 46.14 85482
3 36.26 30 51.26 85482.1
1 17.38 30 27.59 85486.2
2 25.87 30 36.54 85490.2
3 40.02 30 -24.71 85490.3
1 17.38 30 -89.55 85494.3
2 25.87 30 -52.64 85498.4
3 21.45 30 -43.47 85498.5
1 17.38 30 9.51 85506.8
2 25.87 30 4.9 85506.9
3 26.15 30 44.38 85510.6
1 17.38 30 80.27 85514.9
2 25.87 30 81.04 85518.7
3 43.49 30 21.13 85518.8
1 17.38 30 -37.71 85527.1
2 25.87 30 -13.82 85527.2
3 29.64 30 -60.8 85527.2
1 14.25 30 -48.38 85535.4
2 25.87 30 -46.42 85535.5
3 20.17 30 4.15 85539.3
1 14.25 30 80.44 85547.7
2 25.87 30 69 85547.8
3 32.69 30 51.06 85547.8
1 14.25 30 -14.71 85555.9
2 25.87 30 19.65 85556
3 34.33 30 -6.39 85559.8
1 14.25 30 -55.47 85563.8
2 25.87 30 -62.47 85567.8
3 19.17 30 -14.6 85567.8
1 14.25 30 62.37 85576.2
2 25.87 30 37.84 85576.2
3 32.51 30 56.2 85580.3
1 14.25 30 -23.03 85584.4
2 25.87 30 40.12 85588.5
3 36.06 30 -5.27 85588.6
1 14.25 30 -44.23 85596.9
2 25.87 30 -42.65 85597
3 20.05 30 -23.03 85600.6
1 14.25 30 60.87 85605.1
2 25.87 30 11.32 85605.2
3 23.96 30 52.02 85608.7
1 14.25 30 39.21 85617.2
2 25.87 30 41.53 85617.3
3 41.57 30 32.85 85617.4
1 14.25 30 -92.71 85625.5
2 25.87 30 1.35 85625.6
3 30.14 30 -50.36 85629.3
1 14.25 30 0.9 85633.5
2 25.87 30 2.88 85637.7
3 23.82 30 5.01 85637.8
1 14.25 30 58.56 85645.8
2 25.87 30 69.49 85650
3 35.11 30 33.52 85650.1
1 14.25 30 -14.01 85658
